Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
NCIH1155_LUNG,lung_NSC,DMEM;F12 = 1;1 + 10% FBS,Batch8,male,46.6,0078_CCLE_Batch8_LIP-NCIH1155.wiff,0078_CCLE_Batch_8_HIL_NCIH1155.wiff,0078_CCLE_Batch_8_CMH_NCIH1155.wiff,2936,121373,7255,334011,15372,13222,1357674,24347,514447,210830,656850,193505,369227,417960,501304,694814,30224,47365,5225037,21845,70704,1867,81739,168,1226,49747,1222,5985,1380,40282,2279,11328,597,427,724,3208,2097,481784,41748,1446157,1363951,20488,425151,869475,218883,,2052,624,3892,359,1575,318,669,9121,859,104132,1099184,562941,561642,1054,699857,4046067,663148,9893,432562,221877,2549,,300,1148,391,398,474,422,,8143,177
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,RPMI 1640 + 20% FBS,Batch8,male,38.1,0077_CCLE_Batch8_LIP-MOLM13.wiff,0077_CCLE_Batch_8_HIL_MOLM13.wiff,0077_CCLE_Batch_8_CMH_MOLM13.wiff,7676,332006,28038,201086,54997,104584,3839490,375329,4109977,658964,1276496,107477,258346,1097232,1350759,939913,51996,114560,6581887,775630,376672,11469,1491542,366,8110,432965,2570,33833,2048,139853,7107,40111,994,941,6447,14942,8160,248877,90557,5741481,3685660,23405,924252,1921957,232422,148,7466,,25859,601,4133,2277,9126,5578,4325,113788,1288,1270128,789009,5806,978102,7738193,498294,101440,731640,571864,25951,905,2167,13411,65378,14119,23656,589,,58002,403
LU99_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch8,male,35.47757959,0076_CCLE_Batch8_LIP-LU99.wiff,0076_CCLE_Batch_8_HIL_LU99.wiff,0076_CCLE_Batch_8_CMH_LU99.wiff,8631,79569,160530,290125,259181,197037,1875450,637707,8157802,1510937,3953167,713307,794336,5391333,6093964,2982502,154438,273676,8264133,594985,684436,25223,1015077,370,2164,117288,1225,65617,4956,202700,12222,96583,4687,14246,4453,29562,4697,1311825,282714,5852668,4090275,920273,765313,5340854,1048714,200,11434,3180,26624,5900,9900,26068,34261,4180,2306,528084,202167,1038236,2276677,25839,1154385,3301107,728910,14965,1550574,1679643,15159,1702,,,1713,376,1436,,1596,50555,745
LS123_LARGE_INTESTINE,colorectal,EMEM + 10% FBS,Batch8,female,NA,0075_CCLE_Batch8_LIP-LS123.wiff,0075_CCLE_Batch_8_HIL_LS123.wiff,0075_CCLE_Batch_8_CMH_LS123.wiff,13675,884725,81940,753034,215122,462308,3194739,139728,3811424,3538399,1911817,1234184,1646254,3844600,4702115,6253780,236317,522418,7528159,190245,327905,15158,327693,3136,7924,29194,1023,59125,2401,160721,10212,67497,1475,8346,1760,38659,1455,1307387,179838,10557664,2641335,282177,1604863,3174746,526920,244,8339,1845,65635,34903,6024,32038,4400,6792,26980,451250,2075663,2130937,586541,16207,1750842,5101477,3664843,16028,999998,426830,9520,1094,1607,1862,4218,709,4642,97,2686,21512,1073
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch8,female,NA,0074_CCLE_Batch8_LIP-KMS28BM.wiff,0074_CCLE_Batch_8_HIL_KMS28BM.wiff,0074_CCLE_Batch_8_CMH_KMS28BM.wiff,7548,80827,75720,108219,36216,51642,864029,124009,1809561,510055,1116157,163017,189796,722898,806900,510283,26187,66922,2567430,192305,205076,7285,75949,,504,8826,1444,11740,,41050,1866,19534,1590,1311,644,6354,1534,209935,48651,1137215,1476356,219902,204814,864465,114116,,4444,,7872,1659,1406,781,14859,5979,1399,78907,,262328,349536,8133,450426,432768,275465,2863,78574,183280,2104,120,654,3027,4298,693,9669,271,,,276
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch8,male,88.9,0073_CCLE_Batch8_LIP-KMS27.wiff,0073_CCLE_Batch_8_HIL_KMS27.wiff,0073_CCLE_Batch_8_CMH_KMS27.wiff,5660,41125,60418,87128,25598,40996,930584,84539,1285496,262713,704426,86794,145197,483667,487647,344095,20994,46915,1461324,149746,79144,3262,7244,271,542,4547,987,14193,,18021,820,4310,645,153,1028,2583,1050,90838,27785,630945,467302,366611,78435,154908,23731,,6142,,3040,412,581,660,4507,7130,1236,27249,,105594,610276,2554,110288,214081,83831,659,64916,8796,800,383,,,939,127,835,345,,,118
HEP3B217_LIVER,liver,EMEM + 10% FBS,Batch8,male,59.96693971,0072_CCLE_Batch8_LIP-HEP3B217.wiff,0072_CCLE_Batch_8_HIL_HEP3B217.wiff,0072_CCLE_Batch_8_CMH_HEP3B217.wiff,5130,1222569,129416,932450,176559,749906,4573855,211603,5395699,3688251,2298749,1628187,1649147,3711850,4311850,4715090,244535,521088,4045889,164684,579538,34169,445905,7528,10353,58916,1479,58190,3189,271383,17932,99666,1618,8725,4476,42125,1802,1556834,236234,3950907,268199,1280848,630163,2176125,581794,288,10380,,71557,3095,9005,2049,4482,5719,8328,588745,2110,854416,643753,15874,972405,3324448,1845819,20216,652470,50070,10203,918,2147,2254,7210,1066,7067,205,,29527,1045
ES2_OVARY,ovary,McCoy's 5A + 10% FBS,Batch8,female,25.32487808,0071_CCLE_Batch8_LIP-ES2.wiff,0071_CCLE_Batch_8_HIL_ES2.wiff,0071_CCLE_Batch_8_CMH_ES2.wiff,27600,684664,219340,265701,194854,154263,2059874,567556,1159791,1451152,1843393,1055829,807763,3371272,3673745,3899628,112235,159749,21963204,948703,326971,15938,752676,847,13231,146754,1582,60366,3779,254122,19771,60180,2080,9384,3575,28966,36071,616787,164526,3887578,6945479,776249,483098,5503558,654081,329,8883,3519,73677,35488,18885,52249,14323,6643,4016,783861,1099924,672888,1610953,74356,483962,3092004,304339,9190,1074716,1063456,10758,1287,946,,1880,151,869,,2569,79814,866
HUH1_LIVER,liver,DMEM + 10% FBS,Batch8,male,62.32088388,0070_CCLE_Batch8_LIP-HUH1.wiff,0070_CCLE_Batch_8_HIL_HUH1.wiff,0070_CCLE_Batch_8_CMH_HUH1.wiff,8625,382830,486786,1552355,673926,152306,2178143,25693,10817283,5304159,2273297,7163878,5566421,12279511,13469521,17967178,729499,1172713,1767022,36118,783034,22515,469208,393,247,5257,1388,67950,6786,226443,18406,136405,2969,11672,3669,48132,730,6325774,1430000,4751574,5511673,1422183,414921,2376479,645590,644,12984,13435,40282,6394,15723,2670,9090,4196,,1514187,520475,579769,275065,42242,848689,4747712,742942,12636,290536,95159,12673,902,2240,5786,15028,3503,9728,,,43236,1719
ASPC1_PANCREAS,pancreas,RPMI 1640 + 10% FBS,Batch8,female,58.57767245,0069_CCLE_Batch8_LIP-ASPC1.wiff,0069_CCLE_Batch_8_HIL_ASPC1.wiff,0069_CCLE_Batch_8_CMH_ASPC1.wiff,6423,189351,230694,273793,244160,912158,1605865,384231,5070500,2177222,3705524,1080844,909958,4959512,5614523,2866460,132544,301234,4852574,330301,1718695,27298,121455,712,5173,77041,1152,72096,652,234994,11131,127686,4449,9845,1280,58029,1797,1374660,290827,4478048,6083591,1448396,437223,2654466,556445,423,10988,4876,50134,1562,11024,2505,1291,2471,,520729,,582123,577768,24604,1002264,1987817,391520,9130,186473,74803,11282,2177,829,1911,11433,4894,6449,209,1094,14096,1467
HCC1428_BREAST,breast,RPMI 1640 + 10% FBS,Batch8,female,116.9,0068_CCLE_Batch8_LIP-HCC1428.wiff,0068_CCLE_Batch_8_HIL_HCC1428.wiff,0068_CCLE_Batch_8_CMH_HCC1428.wiff,4228,179800,156095,178536,154135,87052,955329,259771,4673115,1375256,2187496,519136,550649,2730540,3123639,2302920,101358,221823,5558139,302672,1198240,6715,1121907,320,579,14636,1666,35714,1963,155385,9187,45286,989,3371,2179,104146,,1474189,130161,5648669,3047049,5663662,1366327,2944997,389839,252,7962,2163,3945,925,5031,3556,63400,2312,2740,448894,,1796748,724770,18621,2060717,9857388,1471472,87644,6456308,270261,58343,2245,9223,17647,21908,6156,24855,713,2103,8214,2026
COLO679_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch8,female,51.28205402,0067_CCLE_Batch8_LIP-COLO679.wiff,0067_CCLE_Batch_8_HIL_COLO679.wiff,0067_CCLE_Batch_8_CMH_COLO679.wiff,21149,461301,90732,266831,207289,925844,2985447,1003991,661424,3757008,3330741,192240,110016,2783419,4126131,1243799,220906,12198,22874142,1843660,418830,99657,234728,227,316,47710,3441,45897,7020,704204,68122,62831,1438,5938,9541,21530,9964,1766199,157536,4422312,338477,3003062,2431536,4921118,787523,325,7712,,279812,2081,10204,1602,12812,5858,11874,317701,982871,3365254,234770,64877,1878946,14508032,4483512,45600,465563,467693,5935,620,7661,12785,19650,997,6674,,2427,28405,905
COLO829_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch8,male,NA,0066_CCLE_Batch8_LIP-COLO829.wiff,0066_CCLE_Batch_8_HIL_COLO829.wiff,0066_CCLE_Batch_8_CMH_COLO829.wiff,4830,92504,190975,173122,150613,202301,2342156,226057,3067900,1558081,2058958,619187,548658,2677978,3198554,1996353,81808,193022,5869344,272520,1285449,13075,206843,292,694,21649,,39685,2359,225359,11235,54315,1583,4689,1435,33275,5986,1027244,150848,2737548,3848979,210104,947047,4671403,317956,149,8869,1218,56766,5370,6419,1757,8453,3695,,396511,113296,1264502,266837,26939,1107850,6746693,1172435,9440,190819,231454,6067,967,4406,7035,28426,8409,19544,,746,21286,1054
NCIH510_LUNG,lung_small_cell,F12K + 10% FBS,Batch8,male,NA,0065_CCLE_Batch8_LIP-NCIH510.wiff,0065_CCLE_Batch_8_HIL_NCIH510.wiff,0065_CCLE_Batch_8_CMH_NCIH510.wiff,2005,45495,22234,45282,2335,27599,251709,5366,80348,141935,148492,62138,42166,61692,26663,54756,2377,7963,1348905,7233,139519,1033,64256,97,266,17397,924,3108,,9671,493,2183,577,125,502,1598,,34759,5404,504242,981972,85936,53276,262603,15664,,3391,406,3898,2245,346,389,1969,10194,,16270,1502,70198,269896,676,82203,44629,20442,403,10900,28197,,,,2740,114308,77179,98133,372,,,180
COV318_OVARY,ovary,DMEM + 10% FBS,Batch8,female,72.51771821,0064_CCLE_Batch8_LIP-COV318.wiff,0064_CCLE_Batch_8_HIL_COV318.wiff,0064_CCLE_Batch_8_CMH_COV318.wiff,7919,567825,303672,859606,428532,415444,6812271,50036,8944083,3384727,1556768,2754827,3020728,7523825,8086304,10701961,417759,620045,6086103,32143,427849,10653,22232,167,600,15010,1062,38414,910,124272,8909,64303,996,3916,1602,37890,,3038644,594257,2710881,4660711,810089,865594,1773868,325370,108,7523,5050,29737,4764,8884,9528,38039,7030,,737370,1248318,1090381,193092,26941,1963939,4763896,1198901,28888,388069,495861,7881,968,810,4886,11590,3429,7151,,,6091,1007
HMCB_SKIN,melanoma,EMEM + 10% FBS,Batch8,female,NA,0063_CCLE_Batch8_LIP-HMCB.wiff,0063_CCLE_Batch_8_HIL_HMCB.wiff,0063_CCLE_Batch_8_CMH_HMCB.wiff,17337,277709,111348,1145247,285841,76349,462122,145047,230388,3192052,1789151,986603,2287254,4678130,5400641,7772648,311847,799265,7050234,92096,373329,17506,411991,1105,18193,284103,1089,41685,556,172388,7177,79619,3364,5120,1114,20517,,1121656,173499,4120598,683547,5868582,1515393,5846946,817716,210,6190,6563,14666,3170,6567,10911,9138,4943,158299,9319,128885,2028489,1378689,15704,981473,13336279,8155814,32995,1072804,600667,16223,2224,2916,7253,12297,3082,11675,,,25010,620
BT549_BREAST,breast,RPMI 1640 + 10% FBS,Batch8,female,59.82790824,0062_CCLE_Batch8_LIP-BT549.wiff,0062_CCLE_Batch_8_HIL_BT549.wiff,0062_CCLE_Batch_8_CMH_BT549.wiff,4536,122567,373396,327850,291763,237511,1465476,405031,6343287,2574297,3434885,1475470,1093157,5642886,6410539,3753368,162269,415493,4700331,325793,2281789,19563,141914,771,11756,56242,947,63225,,250623,9911,72390,9687,9809,1134,54547,7331,1755570,254416,4339658,6057462,635889,302129,2152328,615162,271,9422,4549,13781,4637,12958,3978,40844,7906,,670194,2889701,393281,525724,23113,603719,1434080,330288,8103,184515,164015,11584,1650,749,2417,12361,4823,13705,,,10264,1677
PK45H_PANCREAS,pancreas,RPMI 1640 + 10% FBS,Batch8,NA,41.99866327,0061_CCLE_Batch8_LIP-PK45H.wiff,0061_CCLE_Batch_8_HIL_PK45H.wiff,0061_CCLE_Batch_8_CMH_PK45H.wiff,6087,260749,270594,280251,300546,764393,2271338,455163,5754887,2867092,3969750,1388555,1008015,5812486,6502919,3880805,167391,314019,5973917,381853,2519988,22304,349997,1643,7515,69352,1448,81508,1254,321666,17793,104449,3025,14817,1824,64699,23739,1832440,323541,4345127,4918988,949220,620529,3695132,662140,356,11042,5896,17912,6766,15923,2655,19804,9839,1609,614621,3405155,848893,390865,27305,1885888,3651143,774075,12561,253496,219486,12341,2179,683,868,5484,1979,4857,,1397,21582,2119
DU145_PROSTATE,prostate,EMEM + 10% FBS,Batch8,male,59.81570715,0060_CCLE_Batch8_LIP-DU145.wiff,0060_CCLE_Batch_8_HIL_DU145.wiff,0060_CCLE_Batch_8_CMH_DU145.wiff,18269,121297,150403,1324543,365578,120070,814951,217908,83860,4920318,2709346,2455503,2424529,5973549,6119614,10031399,445986,1044494,6844647,170668,725794,31117,1297387,1556,16294,126188,1910,65882,2796,281449,16523,87219,9781,11007,1775,35523,2751,1781690,109422,5287919,4094217,1958539,1462028,2235522,640385,371,8118,7866,9964,1454,13627,2211,659,5304,7420,58033,3521276,1931594,1310402,31741,1647460,17822042,2811409,14709,2683541,1153612,8411,774,1004,2035,6335,2350,4473,,2219,119123,1259
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Hodgkin,RPMI 1640 + 10% FBS,Batch8,male,NA,0059_CCLE_Batch8_LIP-HDMYZ.wiff,0059_CCLE_Batch_8_HIL_HDMYZ.wiff,0059_CCLE_Batch_8_CMH_HDMYZ.wiff,6899,2066503,45504,273085,225797,450031,4207172,2028073,2635676,3113067,4096174,222911,435070,5991892,8764984,2489819,255153,179226,25179982,1957386,901997,73320,643084,744,7318,166313,2364,61908,15644,510565,36059,91250,1337,8299,18542,31865,98035,1602006,197647,6385519,1449405,956851,1343544,5994904,670276,473,9962,,156221,30125,10198,54344,245967,4829,8361,462168,1754864,1812790,2565570,41448,528095,11174356,1050485,35256,1233387,1859778,15863,4386,1011,773,6111,1685,2255,310,,88833,1040
A172_CENTRAL_NERVOUS_SYSTEM,glioma,DMEM + 10% FBS,Batch8,male,47.38780611,0058_CCLE_Batch8_LIP-A172.wiff,0058_CCLE_Batch_8_HIL_A172.wiff,0058_CCLE_Batch_8_CMH_A172.wiff,23318,1189937,373114,1675724,564377,723087,5840985,100789,7045759,4444006,1913536,5275363,4835395,10465325,11595741,15956274,717316,32010,6119085,49202,538506,15468,1111737,655,11412,54436,1642,56246,5913,251688,20018,88284,2580,19806,4260,31723,32178,4850147,908106,3626827,4499254,207303,933093,5967893,461767,221,9420,7290,43970,123550,14412,4532,226828,4529,,927325,9432019,1284283,495813,33944,1527560,5958387,438928,20321,1296485,276778,11031,1118,2134,3623,7029,1130,3404,,,91966,1380
BECKER_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 10% FBS,Batch8,male,40.60282845,0057_CCLE_Batch8_LIP-BECKER.wiff,0057_CCLE_Batch_8_HIL_BECKER.wiff,0057_CCLE_Batch_8_CMH_BECKER.wiff,9744,8800,11503,1385226,546986,23342,830938,2976,46871,6510250,2238540,2661668,3369788,8112046,8497267,12128848,498246,1379516,5253940,209851,1335198,32994,143682,2556,29132,15981,1829,115751,724,449663,20899,152414,61273,19129,1196,63037,32811,1725667,233106,5797969,6220153,865223,733418,3597460,919493,670,14810,7693,13767,17892,19944,989,6372,6300,12285,43287,3895560,990423,338532,30228,814059,9864224,1224187,6209,913749,706746,18078,1822,1134,2322,16331,6698,13738,310,4672,17030,1747
COLO800_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch8,male,41.30455049,0056_CCLE_Batch8_LIP-COLO800.wiff,0056_CCLE_Batch_8_HIL_COLO800.wiff,0056_CCLE_Batch_8_CMH_COLO800.wiff,4947,281263,215919,162047,195102,475054,3165109,514895,1348533,2307896,3018226,514043,501463,3580331,4858901,2149222,128934,162439,11190469,535898,1092417,18537,1028356,562,2725,35086,1765,53346,4420,255460,16656,68594,1371,5772,5457,14878,2148,1129284,201442,3531996,2484309,133037,1181241,7842394,553523,381,8836,,43675,5553,8701,7441,14721,6228,2273,366160,176925,1606132,416845,22654,1621901,6622986,3082629,26283,1289427,531443,16416,1254,3266,2312,3056,276,3068,1034,,145526,988
42MGBA_CENTRAL_NERVOUS_SYSTEM,glioma,RPMI;EMEM = 1;1 + 20% FBS,Batch8,male,38.35257321,0055_CCLE_Batch8_LIP-X42MGBA.wiff,0055_CCLE_Batch_8_HIL_X42MGBA.wiff,0055_CCLE_Batch_8_CMH_X42MGBA.wiff,8995,507113,185624,681318,318767,203257,3713114,263596,1701487,4766808,2846701,1949256,1737131,5690445,6181641,7303448,289605,680037,6113551,435423,2113022,39187,531562,5749,74831,18006,2893,162205,3336,592394,24155,261949,3478,36978,1977,116378,93680,1763031,353966,7933504,6885697,714826,832127,2254883,1279579,787,19037,6678,13567,3476,44875,4776,157153,3201,6964,286879,6194884,1066082,99391,25048,1237891,3937169,749395,16626,1312262,2046295,30241,4159,3570,11050,31112,11330,35802,298,3165,31559,3381
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Burkitt,RPMI 1640 + 10% FBS,Batch8,male,NA,0054_CCLE_Batch8_LIP-BL41.wiff,0054_CCLE_Batch_8_HIL_BL41.wiff,0054_CCLE_Batch_8_CMH_BL41.wiff,3619,108810,423126,381344,295015,222389,713331,446616,7360178,3082555,4493343,1623632,1262358,6228574,7006048,3984982,174812,395852,4942415,331698,1711755,29946,35702,1228,13316,2427,1279,74589,,249899,9646,102987,12318,11745,344,53349,1313,1486151,335200,4518443,6735890,57194,205056,1444785,612325,386,15742,5464,3052,22920,10410,546,22454,6766,870,704572,,277120,43079,30237,444578,1322725,415735,9184,197345,82310,13167,1860,1078,1252,8372,2472,7250,380,1262,5570,1640
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Burkitt,RPMI 1640 + 10% FBS,Batch8,male,NA,0053_CCLE_Batch8_LIP-CA46.wiff,0053_CCLE_Batch_8_HIL_CA46.wiff,0053_CCLE_Batch_8_CMH_CA46.wiff,10861,150416,328548,319465,246905,193387,841082,397857,6120226,1751212,3905952,996639,1009253,5023224,5289741,3008636,147922,337735,4515577,296143,1067420,31394,69550,759,5301,4342,1578,56805,139,208378,7080,78871,7587,7343,284,35677,4836,1405061,303110,3799578,5259870,51347,185170,1228636,516420,311,12597,4233,4414,6652,9171,800,2289,5693,1020,583987,1731,248784,249465,25931,395589,1093674,384439,6898,216809,82974,12014,2140,2041,3027,7263,2194,8071,504,,4906,1287
KYSE520_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch8,female,42.48837385,0052_CCLE_Batch8_LIP-KYSE520.wiff,0052_CCLE_Batch_8_HIL_KYSE520.wiff,0052_CCLE_Batch_8_CMH_KYSE520.wiff,4201,336786,353025,297795,285723,220032,2626531,497568,4000885,2492691,3649692,1156920,1022813,5676411,5995740,4138568,189482,390644,6523775,431705,1382931,22798,136420,426,3282,108371,1616,72431,4785,286953,15139,111449,5495,15532,2083,55913,8707,1578017,222056,4638099,5011526,584602,482804,2582911,670710,540,12461,1695,23552,41745,15968,28568,27318,6868,1642,624257,1778375,662256,837704,44423,889999,3169667,433460,15160,1048817,156046,15927,2295,3916,28814,237527,70586,119339,,3309,12722,1616
A375_SKIN,melanoma,DMEM + 10% FBS,Batch8,female,27.73108775,0051_CCLE_Batch8_LIP-A375.wiff,0051_CCLE_Batch_8_HIL_A375.wiff,0051_CCLE_Batch_8_CMH_A375.wiff,9436,129583,551931,1548101,661513,77773,2149555,13827,10856731,4154577,2317792,6474419,5233091,11179984,13207819,16752063,624730,1529121,1583336,23685,485005,19194,110179,1612,10549,6117,1344,65186,1576,186938,11935,148678,1907,10586,1677,40002,18483,5841594,1331233,4127903,6563190,544715,310069,2553933,604834,344,10492,10230,10517,16700,12994,4656,44700,7201,,1352523,1529558,412186,454631,37135,612621,1256418,401002,5579,213448,107253,12109,1564,657,1826,4550,1597,4693,376,1388,10942,1320
RERFLCSQ1_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch8,female,NA,0050_CCLE_Batch8_LIP-RERFLCSQ1.wiff,0050_CCLE_Batch_8_HIL_RERFLCSQ1.wiff,0050_CCLE_Batch_8_CMH_RERFLCSQ1.wiff,5515,288858,515593,496586,346639,227425,1547428,346525,4759385,4008341,3755416,1950037,2077652,7935519,7974594,6217603,271452,615451,6568072,292258,1058254,25533,149064,465,300,12970,1117,59343,,188582,10104,58969,7490,10007,401,26432,5139,1170314,207868,3705676,5698204,788108,170146,1786733,533053,376,5149,4875,17697,22694,7210,941,1086,9310,1287,593135,1232480,223033,40356,36545,310136,827055,232010,5927,150015,120817,5239,1400,1127,6275,46026,5390,32469,170,,8288,764
T3M10_LUNG,lung_NSC,F10 + 10% FBS,Batch8,male,285.2,0049_CCLE_Batch8_LIP-T3M10.wiff,0049_CCLE_Batch_8_HIL_T3M10.wiff,0049_CCLE_Batch_8_CMH_T3M10.wiff,13089,753966,91017,174829,72287,119841,1624793,162715,867196,2883589,2605665,1049849,559840,2243215,932535,2708009,87295,238154,7390838,57730,779293,10838,539801,408,1192,21414,1245,70044,1424,214106,14783,36302,33257,14034,787,21309,79327,1101410,43379,3129088,2324847,1380706,491015,3249380,555033,402,7002,1922,68894,8139,8983,9895,3719,14085,2253,206464,2551478,668446,37748,11220,944886,5290348,375386,16466,513619,143975,5992,638,2110,7374,21392,4948,16507,372,,24300,563
HLFA_LUNG,liver,EMEM + 10% FBS,Batch8,female,NA,0048_CCLE_Batch8_LIP-HLFA.wiff,0048_CCLE_Batch_8_HIL_HLFA.wiff,0048_CCLE_Batch_8_CMH_HLFA.wiff,7749,478245,478302,1328726,571916,226030,1421978,192684,8211359,6601302,3672178,4167882,4339548,11865395,10943564,14884249,499371,1341425,6474041,74679,802486,32383,139026,1859,17384,3972,1049,80550,,243875,13403,63819,2578,20550,364,32793,22783,1844234,391260,4910359,6461111,117072,283039,1572719,827250,498,12541,4094,75063,55540,12772,473,104118,5752,2474,1352357,2814095,364592,103719,29427,472540,1348673,313837,5018,194272,92480,9505,1561,1158,7227,130267,16541,46044,248,,10509,924
NCIH684_LIVER,liver,DMEM + 10% FBS,Batch8,male,NA,0047_CCLE_Batch8_LIP-NCIH684.wiff,0047_CCLE_Batch_8_HIL_NCIH684.wiff,0047_CCLE_Batch_8_CMH_NCIH684.wiff,6559,266905,122743,425897,63844,66364,1398420,15367,842836,500658,599640,413445,670019,1222814,1341415,1752148,64176,126468,2511872,18732,43215,3836,150504,189,,27516,874,14959,,26611,3041,5210,669,1065,9093,4523,694,567595,51471,2602317,3184598,34389,323474,2523753,57792,,6664,454,29124,2499,5166,686,1598,19962,3208,86082,2593,426103,174950,5604,465894,2520219,324503,19922,111081,48759,3637,341,214,2563,9345,1390,6604,,,10640,196
TT2609C02_THYROID,thyroid,RPMI 1640 + 20% FBS,Batch8,male,24.38350861,0046_CCLE_Batch8_LIP-TT2609C02.wiff,0046_CCLE_Batch_8_HIL_TT2609C02.wiff,0046_CCLE_Batch_8_CMH_TT2609C02.wiff,6109,125903,189976,218695,223724,168995,2123340,297371,4800467,1609086,3103655,871236,828920,4180661,4749229,2769119,116095,111616,7084888,325037,621036,36114,972531,925,11005,23275,857,90120,971,237802,12638,81984,3635,18365,1353,43929,59966,977273,236364,5182503,8108954,747157,530445,2299780,795648,504,10415,3613,135098,47910,12970,43129,5120,11375,,497253,1036,665890,542869,22517,1208207,4815971,364235,25748,293357,132978,8147,1393,428,1758,10877,3596,3031,457,5086,42483,1163
DMS273_LUNG,lung_small_cell,Waymouth MB 7521 medium+ 10% FBS,Batch8,female,37.63069563,0045_CCLE_Batch8_LIP-DMS273.wiff,0045_CCLE_Batch_8_HIL_DMS273.wiff,0045_CCLE_Batch_8_CMH_DMS273.wiff,43191,1828736,81325,1272245,1136479,622761,4153941,252141,8880509,14892423,1662065,8590555,2931144,4496991,2111369,14855046,339107,3616010,19358256,122677,459718,9196,869891,568,418,148085,1611,88234,10222,218519,30186,73906,2142,22427,4631,27202,95212,9072843,335912,7802593,35549590,1459997,1356247,4406691,1840645,395,8295,8968,27700,5700,16967,31649,394393,13299,9491,2182637,46505,1803517,406269,193855,2281472,6655663,52752,18196,2866521,67496,18461,1970,4406,12374,14116,1176,6779,244,,67545,1046
